,Dalc,Fedu,Fjob,G1_mat,G1_por,G2_mat,G2_por,G3_mat,G3_por,Medu,Mjob,Pstatus,Walc,absences,activities,address,age,failures,famrel,famsize,famsup,freetime,goout,guardian,hash,health,higher,in_Math,in_Portuguese,internet,nursery,paid,reason,romantic,school,schoolsup,sex,studytime,traveltime
388,1,3,services,7.0,10.0,0.0,11.0,0.0,12.0,3,services,T,1,8,yes,U,18,0,5,GT3,no,3,4,mother,-6824673017403424469,4,yes,1,1,yes,yes,no,home,no,GP,no,F,2,1
389,1,2,other,8.0,10.0,8.0,9.0,0.0,12.0,2,other,T,1,0,yes,U,18,0,4,LE3,no,3,3,other,-2518763009279076318,2,yes,1,1,yes,no,no,home,yes,GP,no,F,2,1
390,1,2,other,10.0,14.0,9.0,13.0,0.0,14.0,2,at_home,T,1,6,yes,R,18,0,4,GT3,no,4,4,mother,6797391727088103908,4,yes,1,1,no,yes,no,course,no,GP,no,F,4,2
391,1,4,other,16.0,11.0,15.0,13.0,15.0,14.0,3,services,T,3,8,no,U,17,0,4,GT3,no,4,5,mother,-3918635683501800193,5,yes,1,1,yes,yes,no,course,no,GP,no,F,3,1
392,2,2,other,7.0,12.0,8.0,13.0,0.0,15.0,3,other,T,3,0,no,U,17,0,4,GT3,yes,3,2,mother,4920900392690592758,2,yes,1,1,yes,yes,no,home,yes,GP,no,F,2,1
393,1,3,services,16.0,14.0,15.0,14.0,17.0,15.0,3,services,T,1,4,no,U,18,0,5,LE3,yes,3,3,mother,-1054327823309347788,1,yes,1,1,yes,yes,no,home,no,GP,no,F,4,1
394,2,2,other,9.0,14.0,10.0,14.0,10.0,16.0,3,other,A,3,0,no,R,17,0,4,GT3,yes,3,3,mother,-3116302694103516783,2,yes,1,1,yes,yes,no,home,no,GP,no,F,2,1
395,2,4,services,9.0,12.0,9.0,12.0,9.0,13.0,4,teacher,T,2,0,yes,U,18,0,4,GT3,yes,3,3,father,-7059409748977206547,2,yes,1,1,yes,yes,no,home,no,GP,no,M,2,1
396,1,4,other,16.0,16.0,15.0,16.0,15.0,17.0,3,services,T,3,6,yes,U,18,0,4,LE3,no,3,3,mother,5873745895437242725,5,yes,1,1,yes,yes,no,home,yes,GP,no,M,2,1
397,1,2,at_home,9.0,10.0,8.0,12.0,0.0,14.0,2,at_home,A,2,18,no,U,17,0,3,GT3,yes,3,1,father,6057425821257980988,4,yes,1,1,yes,yes,no,home,yes,GP,no,F,2,1
398,1,3,other,11.0,11.0,10.0,12.0,10.0,14.0,2,at_home,T,2,0,no,U,18,0,4,GT3,yes,3,3,mother,4471550446661836795,3,yes,1,1,yes,yes,no,course,no,GP,no,F,3,1
399,2,2,services,13.0,14.0,13.0,16.0,14.0,17.0,3,other,T,3,4,no,U,18,0,5,GT3,no,4,3,mother,-4986440749686967653,1,yes,1,1,yes,yes,no,other,yes,GP,no,F,3,1
400,1,3,services,16.0,15.0,15.0,14.0,16.0,17.0,4,teacher,T,2,4,no,R,18,0,5,GT3,no,3,2,mother,-1086476150310086945,4,yes,1,1,yes,yes,no,course,yes,GP,no,M,3,1
401,2,3,other,10.0,14.0,10.0,13.0,9.0,14.0,4,teacher,T,3,0,no,U,18,0,5,GT3,yes,4,5,mother,-3429902206909522504,5,yes,1,1,yes,yes,no,course,yes,GP,no,M,3,1
402,1,3,other,13.0,11.0,15.0,12.0,15.0,13.0,4,health,T,3,0,yes,U,17,0,4,GT3,yes,4,3,mother,-2232025075798441836,4,yes,1,1,yes,yes,no,reputation,yes,GP,no,F,3,1
403,2,1,other,,12.0,,15.0,,15.0,2,services,T,2,10,yes,U,17,0,4,GT3,yes,3,4,mother,3518586560164575430,1,yes,0,1,yes,yes,no,course,yes,GP,no,F,2,2
404,2,1,other,,12.0,,16.0,,16.0,2,services,T,4,4,yes,U,17,0,4,GT3,yes,3,5,mother,-3394139900433087237,4,yes,0,1,yes,yes,no,reputation,no,GP,no,F,2,1
405,3,3,other,,10.0,,11.0,,11.0,2,at_home,A,4,16,no,U,19,1,2,LE3,no,2,3,other,-964645570793073680,5,no,0,1,yes,yes,no,home,no,GP,no,F,1,2
406,1,1,at_home,,10.0,,13.0,,13.0,3,other,T,1,6,no,U,17,1,4,GT3,yes,1,2,mother,-3557679502487245370,3,yes,0,1,yes,yes,yes,home,yes,GP,no,F,1,1
407,1,4,other,,9.0,,12.0,,12.0,4,other,T,1,0,yes,U,21,2,3,LE3,no,3,2,other,-8378825296961227518,5,yes,0,1,yes,yes,yes,reputation,no,GP,no,F,3,1
408,1,2,services,,9.0,,11.0,,12.0,2,services,T,3,11,yes,U,18,0,4,LE3,yes,4,4,mother,5119598765252345437,3,no,0,1,yes,no,no,reputation,no,GP,no,M,2,1
409,1,4,other,,13.0,,14.0,,15.0,3,other,A,4,9,yes,U,18,0,4,LE3,no,3,5,other,2282833509296554038,2,yes,0,1,yes,yes,no,reputation,yes,GP,no,M,2,1
410,1,2,services,,13.0,,17.0,,17.0,2,services,T,3,0,yes,U,17,0,4,GT3,yes,3,4,mother,-8867064590311666330,4,yes,0,1,yes,yes,no,reputation,no,GP,no,F,2,1
411,1,4,other,,12.0,,15.0,,15.0,4,health,A,2,2,no,U,17,0,4,LE3,yes,4,2,mother,7787321118209846416,4,yes,0,1,yes,yes,no,reputation,no,GP,no,M,3,1
412,1,2,other,,14.0,,17.0,,17.0,4,teacher,T,1,0,yes,U,18,0,4,LE3,yes,2,2,mother,6264989584378391061,3,yes,0,1,yes,yes,no,course,no,GP,no,F,2,1
413,5,1,other,,9.0,,10.0,,10.0,1,at_home,T,2,21,yes,R,21,2,5,LE3,yes,3,3,other,5435266920545419806,4,no,0,1,yes,yes,no,course,yes,GP,no,M,2,2
414,1,1,other,,11.0,,15.0,,15.0,1,other,T,3,8,no,R,20,0,3,GT3,no,2,2,other,-462884837803734837,3,yes,0,1,yes,yes,no,reputation,yes,GP,no,F,3,2
415,4,4,other,,9.0,,10.0,,11.0,4,teacher,T,4,5,no,U,19,1,3,GT3,yes,2,5,other,7497206717711093389,5,yes,0,1,yes,yes,no,home,yes,GP,no,F,1,1
416,1,2,other,,16.0,,18.0,,18.0,3,other,A,2,10,no,U,17,0,4,LE3,yes,4,4,mother,285638004231843018,5,yes,0,1,yes,yes,no,reputation,no,GP,no,M,2,1
417,1,2,other,,14.0,,17.0,,17.0,3,at_home,T,2,5,no,U,18,0,4,GT3,yes,3,4,father,-3479336085368724292,2,yes,0,1,yes,yes,no,reputation,yes,GP,no,F,3,1
418,4,3,services,,13.0,,14.0,,14.0,2,other,T,5,13,no,R,18,0,3,GT3,no,1,3,father,-6694826714911512626,4,yes,0,1,yes,yes,no,reputation,no,GP,no,M,1,1
419,1,1,other,,7.0,,11.0,,11.0,2,other,T,4,10,no,U,19,0,5,GT3,no,3,4,mother,-5800622003190077945,4,yes,0,1,yes,yes,no,reputation,no,GP,no,M,1,1
420,1,2,other,,14.0,,17.0,,17.0,2,services,A,3,10,no,U,18,0,4,LE3,yes,1,4,mother,4376530968407041152,4,yes,0,1,yes,yes,no,reputation,no,GP,no,F,2,2
421,1,0,other,,8.0,,10.0,,10.0,1,other,T,1,5,no,U,20,1,5,GT3,no,3,1,mother,1984892101234991786,5,yes,0,1,yes,yes,no,reputation,yes,GP,yes,F,1,2
422,1,2,other,,10.0,,13.0,,13.0,3,services,T,2,4,yes,U,18,0,3,GT3,yes,1,2,mother,-3409077080360924318,1,yes,0,1,yes,no,no,home,yes,GP,no,F,2,1
423,1,3,other,,10.0,,11.0,,11.0,1,at_home,T,3,11,no,U,16,0,4,GT3,yes,3,3,father,3072793854342623897,5,no,0,1,yes,yes,no,other,yes,MS,no,F,1,2
424,1,2,other,,12.0,,12.0,,12.0,2,other,T,1,0,yes,R,16,0,4,GT3,yes,4,4,mother,-7675833049395962340,5,yes,0,1,yes,yes,no,course,no,MS,no,F,2,2
425,1,1,services,,10.0,,10.0,,10.0,1,at_home,T,1,6,no,R,15,1,4,GT3,yes,1,3,mother,5022287151698583769,2,yes,0,1,no,yes,no,other,yes,MS,no,F,1,1
426,2,3,other,,10.0,,10.0,,11.0,3,at_home,T,3,4,no,R,15,0,5,GT3,yes,4,4,mother,5753438668550846234,5,yes,0,1,yes,yes,no,course,no,MS,no,F,1,2
427,1,3,services,,16.0,,17.0,,17.0,2,at_home,T,2,0,no,R,16,0,4,GT3,no,5,2,mother,6041996312899973696,5,yes,0,1,no,yes,no,course,no,MS,no,F,2,2
428,1,1,other,,6.0,,8.0,,9.0,2,at_home,T,1,0,no,R,15,0,1,LE3,no,3,4,mother,2422324180078159402,1,no,0,1,no,yes,no,home,no,MS,no,F,1,2
429,1,4,other,,10.0,,11.0,,11.0,4,at_home,A,3,5,no,R,16,0,5,LE3,yes,3,2,mother,-1417931613690539300,2,yes,0,1,no,yes,no,home,no,MS,no,M,2,1
430,1,2,other,,10.0,,11.0,,11.0,1,other,A,1,0,no,U,16,0,4,GT3,no,4,3,mother,-1319124070463883879,5,yes,0,1,yes,yes,no,other,no,MS,yes,M,3,1
431,1,2,other,,10.0,,10.0,,10.0,3,at_home,T,2,0,no,R,17,1,4,GT3,no,5,4,father,567150675155898789,5,yes,0,1,no,yes,no,course,yes,MS,no,F,2,1
432,2,1,other,,6.0,,6.0,,7.0,1,other,T,2,0,no,R,17,1,5,GT3,yes,4,4,father,2839784210625259970,5,no,0,1,yes,no,no,other,no,MS,no,F,1,1
433,3,4,other,,13.0,,14.0,,14.0,4,teacher,T,5,0,no,R,15,0,1,GT3,no,5,1,mother,4336472029811003801,5,yes,0,1,yes,yes,no,course,yes,MS,no,F,1,2
434,1,2,other,,10.0,,9.0,,11.0,2,at_home,A,1,4,yes,U,16,0,1,LE3,no,2,1,mother,958268002643063293,1,no,0,1,no,no,no,reputation,yes,MS,no,F,4,2
435,1,1,services,,10.0,,10.0,,10.0,1,at_home,T,2,0,no,R,15,0,5,LE3,yes,4,3,father,-3586954091998987316,4,yes,0,1,yes,yes,no,reputation,no,MS,no,F,2,2
436,1,1,services,,6.0,,7.0,,8.0,1,other,T,2,4,no,R,15,1,4,LE3,yes,4,3,mother,5009257947973030232,2,yes,0,1,yes,yes,no,course,yes,MS,no,F,1,2
437,1,2,other,,12.0,,11.0,,12.0,0,other,T,2,0,yes,R,16,0,3,GT3,yes,2,3,mother,8893742939019039607,2,yes,0,1,no,yes,no,other,no,MS,no,F,1,2
438,1,3,other,,10.0,,11.0,,12.0,2,other,T,3,2,no,R,17,0,5,GT3,yes,5,5,mother,2078695091303982571,3,yes,0,1,yes,yes,no,course,no,MS,no,F,1,2
439,1,3,services,,14.0,,16.0,,16.0,3,other,T,1,0,no,R,15,0,4,GT3,no,1,3,father,7207968141606144225,4,yes,0,1,yes,no,no,course,no,MS,no,F,1,2
440,4,1,services,,7.0,,0.0,,0.0,1,at_home,T,5,0,yes,U,16,0,5,GT3,yes,4,5,mother,6064123946671927403,3,yes,0,1,no,yes,no,home,yes,MS,no,M,2,2
441,2,1,other,,8.0,,9.0,,9.0,1,other,T,4,4,no,U,17,0,4,GT3,no,4,3,mother,-2892507648391273738,5,yes,0,1,yes,no,yes,home,no,MS,no,M,2,1
442,1,1,services,,12.0,,13.0,,14.0,4,health,T,2,0,yes,R,15,0,5,LE3,yes,3,4,father,-3442739387938953669,2,yes,0,1,yes,yes,no,reputation,no,MS,no,M,2,1
443,1,1,services,,7.0,,9.0,,8.0,4,health,T,2,7,yes,R,15,0,5,LE3,yes,3,4,father,-3442739387938953669,2,yes,0,1,yes,yes,no,reputation,no,MS,no,M,2,1
444,1,4,health,,9.0,,10.0,,11.0,3,other,T,2,4,no,R,16,0,3,GT3,no,4,5,mother,-3661063522905892892,5,yes,0,1,no,no,no,other,no,MS,no,M,2,3
445,2,1,other,,7.0,,9.0,,9.0,1,other,T,4,8,yes,R,15,0,5,GT3,yes,4,5,mother,4336692654392084639,4,yes,0,1,no,yes,no,course,yes,MS,no,M,2,4
446,1,3,at_home,,11.0,,11.0,,11.0,3,at_home,T,1,0,yes,U,15,0,5,LE3,yes,3,3,father,-3766934163611837203,5,yes,0,1,yes,yes,no,reputation,no,MS,no,M,2,1
447,5,1,other,,8.0,,10.0,,9.0,2,other,T,5,8,yes,R,17,0,5,GT3,no,5,5,mother,-2354144611839219554,3,no,0,1,no,yes,no,other,yes,MS,no,M,1,3
448,1,4,teacher,,16.0,,16.0,,17.0,4,teacher,T,1,6,yes,R,16,0,4,GT3,no,2,2,mother,-3985366283254674747,4,yes,0,1,yes,yes,no,course,yes,MS,no,F,3,2
449,1,2,services,,11.0,,13.0,,13.0,1,other,T,1,3,no,R,15,0,5,GT3,no,1,2,mother,6988937976173128490,1,yes,0,1,no,yes,no,course,no,MS,no,F,1,2
450,1,3,services,,15.0,,15.0,,15.0,2,other,T,2,2,no,R,16,0,4,GT3,yes,5,4,mother,1571192173154399702,1,yes,0,1,yes,yes,no,course,no,MS,no,F,2,3
451,1,2,other,,10.0,,11.0,,11.0,1,other,T,1,0,no,R,16,0,4,GT3,no,3,3,father,-8742425928734205302,5,yes,0,1,no,yes,no,course,no,MS,no,M,2,2
452,1,2,other,,9.0,,10.0,,11.0,2,other,T,1,4,no,R,16,0,4,GT3,yes,4,5,mother,-7675833049395962340,4,yes,0,1,yes,yes,no,course,no,MS,no,F,2,3
453,1,2,services,,10.0,,8.0,,8.0,1,other,T,2,0,no,U,16,1,1,GT3,yes,3,2,mother,7701811816421509825,4,yes,0,1,no,yes,no,course,no,MS,no,F,3,1
454,1,2,services,,9.0,,8.0,,8.0,1,other,T,2,3,no,U,16,1,1,GT3,yes,3,2,mother,7701811816421509825,4,yes,0,1,no,yes,no,course,no,MS,no,F,3,1
455,3,1,other,,9.0,,10.0,,9.0,2,at_home,T,3,0,no,U,15,0,4,GT3,yes,4,2,mother,1376781558168766042,2,yes,0,1,yes,no,no,home,no,MS,yes,F,2,1
456,2,1,other,,13.0,,14.0,,15.0,1,at_home,T,1,0,no,U,16,0,5,GT3,yes,4,3,father,-8044540323475879864,2,yes,0,1,no,no,no,course,yes,MS,no,F,2,1
457,5,2,services,,10.0,,11.0,,11.0,1,at_home,T,5,4,yes,R,17,0,5,LE3,yes,5,5,mother,-1136304252148754390,3,yes,0,1,yes,yes,no,reputation,no,MS,no,M,1,1
458,1,1,other,,13.0,,10.0,,13.0,1,other,T,1,0,no,R,16,0,4,GT3,yes,3,2,father,-6452170048695472524,1,yes,0,1,yes,no,no,home,no,MS,no,F,4,4
459,1,1,other,,10.0,,9.0,,10.0,1,at_home,T,1,2,no,R,16,0,4,GT3,yes,4,3,father,-2431923691760010216,5,yes,0,1,no,yes,no,other,no,MS,yes,F,3,4
460,1,1,other,,11.0,,10.0,,11.0,1,at_home,T,1,1,yes,R,15,0,4,GT3,yes,3,3,father,8993388896967560386,2,yes,0,1,yes,yes,no,home,no,MS,no,F,2,2
461,4,1,other,,13.0,,12.0,,14.0,1,at_home,T,3,0,yes,R,16,0,4,GT3,no,2,2,mother,6529379803589358121,2,yes,0,1,yes,yes,no,other,yes,MS,no,F,1,2
462,1,1,at_home,,13.0,,14.0,,14.0,1,at_home,T,2,0,no,R,15,0,4,GT3,yes,2,1,father,2348383897083270611,2,yes,0,1,no,yes,no,course,no,MS,no,F,2,3
463,2,2,other,,14.0,,11.0,,12.0,2,other,T,2,2,no,R,15,0,4,LE3,yes,4,3,father,-6414710181005568506,5,yes,0,1,no,yes,no,other,no,MS,yes,F,3,1
464,3,1,other,,11.0,,11.0,,11.0,1,at_home,T,4,6,yes,R,16,0,3,GT3,no,4,4,father,1374403573074311088,5,yes,0,1,no,yes,no,other,no,MS,no,M,1,2
465,2,2,other,,9.0,,8.0,,8.0,1,other,T,3,9,yes,U,18,1,3,GT3,yes,4,4,father,1444338457162974873,5,yes,0,1,yes,yes,no,course,yes,MS,no,F,2,1
466,1,1,services,,10.0,,9.0,,11.0,3,other,T,3,0,no,U,15,0,3,GT3,yes,2,3,mother,-7973551650614944675,4,yes,0,1,no,yes,no,home,no,MS,no,M,1,2
467,1,2,services,,14.0,,13.0,,14.0,2,other,T,1,1,yes,R,16,0,5,GT3,yes,3,4,father,-334428689087250297,2,yes,0,1,yes,yes,no,course,no,MS,no,F,2,3
468,1,2,other,,13.0,,12.0,,13.0,2,health,T,2,1,no,U,15,0,4,GT3,no,3,3,mother,2222290849105054950,4,yes,0,1,no,yes,no,reputation,no,MS,no,M,1,3
469,1,4,teacher,,13.0,,12.0,,13.0,4,other,T,1,0,yes,U,16,0,4,GT3,yes,3,1,father,9119633600297243410,3,yes,0,1,no,yes,no,course,yes,MS,no,M,2,1
470,1,3,other,,13.0,,12.0,,12.0,3,services,T,1,4,no,R,15,0,4,GT3,yes,5,4,mother,-8774491730813888156,1,yes,0,1,yes,yes,no,reputation,yes,MS,no,F,2,1
471,2,2,other,,12.0,,11.0,,12.0,2,at_home,T,3,2,yes,R,16,1,4,GT3,yes,4,4,mother,4021872825626220823,5,yes,0,1,no,no,no,course,no,MS,no,F,2,2
472,1,2,other,,14.0,,14.0,,16.0,2,other,T,1,0,yes,R,16,0,4,LE3,yes,3,2,father,3146202726845391728,4,yes,0,1,no,yes,no,home,yes,MS,no,F,1,3
473,2,1,services,,10.0,,8.0,,10.0,2,at_home,T,3,4,yes,U,16,0,2,LE3,yes,4,3,mother,3336153322588158789,4,yes,0,1,yes,yes,no,course,no,MS,no,M,1,2
474,3,3,other,,10.0,,11.0,,11.0,1,at_home,T,5,2,yes,R,15,0,4,LE3,yes,2,4,father,-4961153338484538451,3,yes,0,1,yes,yes,no,reputation,no,MS,no,M,1,3
475,1,2,services,,12.0,,13.0,,14.0,2,other,T,1,0,yes,U,15,0,5,GT3,yes,3,2,mother,3014597104761915425,4,yes,0,1,no,yes,no,course,no,MS,no,F,3,2
476,1,1,other,,10.0,,8.0,,8.0,2,other,T,1,2,no,R,16,0,5,LE3,yes,4,3,mother,-8074173719978508358,5,yes,0,1,yes,yes,no,home,yes,MS,no,F,1,1
477,2,3,services,,12.0,,10.0,,11.0,3,services,T,4,11,yes,U,15,0,4,GT3,yes,3,3,father,-683705394195953501,3,yes,0,1,yes,no,no,course,no,MS,no,M,1,2
478,1,1,other,,7.0,,7.0,,8.0,1,at_home,T,1,0,no,R,16,3,3,GT3,yes,4,3,father,5802141792001825713,1,yes,0,1,no,yes,no,course,no,MS,yes,F,2,2
479,1,2,at_home,,9.0,,9.0,,10.0,2,other,T,1,4,yes,U,17,0,4,GT3,yes,5,3,mother,-2178443994963856038,5,no,0,1,no,yes,no,course,no,MS,no,F,1,1
480,1,3,services,,9.0,,9.0,,10.0,2,at_home,T,1,0,no,U,19,1,4,GT3,no,4,4,other,79094098353667951,2,no,0,1,yes,yes,no,course,yes,MS,no,F,1,1
481,1,1,other,,9.0,,10.0,,11.0,2,at_home,T,1,2,yes,R,17,0,5,GT3,yes,5,3,mother,-6436924716785996233,3,no,0,1,no,yes,no,course,yes,MS,no,F,1,3
482,1,1,other,,9.0,,10.0,,9.0,1,at_home,T,3,0,no,R,15,0,5,LE3,yes,2,1,mother,-3023874972663946069,4,no,0,1,no,yes,no,course,yes,MS,no,F,1,2
483,1,2,other,,9.0,,10.0,,11.0,2,other,T,2,1,no,R,16,0,3,GT3,yes,4,5,father,-7675833049395962340,1,no,0,1,yes,yes,no,course,no,MS,no,F,2,3
484,1,2,other,,7.0,,7.0,,8.0,2,other,A,2,6,no,U,16,0,4,LE3,yes,3,4,mother,-842231319804644743,1,no,0,1,no,yes,no,home,no,MS,no,F,1,1
485,1,2,other,,11.0,,10.0,,11.0,2,at_home,T,2,0,no,R,17,0,4,GT3,yes,3,5,mother,7714579604068392268,4,yes,0,1,yes,yes,no,course,no,MS,no,F,2,2
486,1,2,services,,9.0,,10.0,,10.0,2,other,T,4,1,yes,U,16,1,4,GT3,yes,4,3,father,-6362107793969918521,3,yes,0,1,yes,no,yes,course,no,MS,no,F,1,1
487,1,2,other,,7.0,,9.0,,10.0,3,other,A,1,6,no,R,18,2,3,LE3,yes,3,2,other,2994633092500707654,2,no,0,1,no,no,no,course,yes,MS,no,F,3,2
488,1,1,services,,7.0,,9.0,,9.0,1,at_home,T,1,6,yes,U,19,1,5,GT3,no,3,1,mother,501909261281175956,3,no,0,1,no,yes,no,course,yes,MS,no,F,3,1
489,3,1,other,,8.0,,9.0,,10.0,1,other,T,4,0,yes,R,18,1,4,GT3,no,4,3,mother,-8384396065075822618,4,no,0,1,yes,yes,no,home,no,MS,no,M,1,2
490,1,1,at_home,,9.0,,11.0,,10.0,1,at_home,T,1,4,no,R,18,1,3,GT3,no,2,3,mother,7633560501668269483,2,no,0,1,yes,no,no,course,yes,MS,no,F,1,2
491,4,1,other,,7.0,,8.0,,9.0,1,other,T,1,12,no,U,19,1,1,GT3,yes,1,4,other,-8474967934660651334,1,yes,0,1,yes,yes,no,course,yes,MS,no,F,2,2
492,1,2,other,,8.0,,10.0,,10.0,2,health,A,1,2,no,R,16,0,3,GT3,no,3,2,mother,529179579371863477,3,yes,0,1,no,no,no,course,yes,MS,no,F,2,1
493,3,1,at_home,,9.0,,9.0,,10.0,0,other,T,5,5,yes,U,17,0,2,GT3,no,4,4,father,-7713045048632122851,5,yes,0,1,no,no,no,course,no,MS,no,F,1,2
494,1,2,other,,8.0,,9.0,,9.0,1,at_home,T,3,0,yes,R,16,0,4,LE3,no,4,5,mother,7409400031708122427,3,no,0,1,yes,yes,no,course,no,MS,no,F,2,1
495,1,3,other,,14.0,,13.0,,13.0,3,other,T,1,0,yes,U,16,0,4,GT3,no,5,4,mother,-1258447054839254995,4,no,0,1,yes,yes,no,reputation,yes,MS,no,F,1,1
496,2,1,services,,14.0,,14.0,,14.0,1,services,T,2,2,yes,R,16,0,4,LE3,yes,4,4,mother,1389303143597323910,4,yes,0,1,yes,yes,no,home,yes,MS,no,F,1,1
497,3,3,at_home,,10.0,,11.0,,10.0,3,services,T,4,0,yes,U,17,1,5,GT3,yes,4,5,mother,3211097757062891333,5,yes,0,1,no,yes,yes,course,no,MS,no,M,4,2
498,1,1,services,,14.0,,13.0,,14.0,2,other,T,1,0,yes,U,16,0,5,GT3,yes,3,3,mother,8692412743796465905,1,yes,0,1,yes,yes,no,course,no,MS,no,F,2,1
499,1,2,other,,17.0,,16.0,,16.0,2,services,T,2,0,yes,U,16,0,4,GT3,yes,2,5,mother,1153805144786929249,5,yes,0,1,no,yes,yes,course,yes,MS,no,F,1,1
500,5,2,other,,6.0,,7.0,,7.0,1,other,T,5,12,yes,U,17,1,5,GT3,yes,3,5,father,1714373977080354466,1,no,0,1,yes,yes,no,course,yes,MS,no,M,1,1
501,1,3,other,,14.0,,12.0,,13.0,4,other,T,5,8,yes,U,16,0,4,LE3,no,2,5,father,8217191466134814960,5,yes,0,1,yes,yes,no,course,no,MS,no,M,1,1
502,3,2,services,,10.0,,8.0,,9.0,2,services,T,5,2,no,R,17,1,1,LE3,yes,3,5,mother,2110130854478903206,3,yes,0,1,no,yes,no,other,no,MS,no,M,4,3
503,1,1,other,,14.0,,14.0,,14.0,1,other,T,1,0,yes,U,16,0,2,GT3,yes,2,1,other,2052668499075412262,5,yes,0,1,yes,yes,no,course,no,MS,yes,F,4,1
504,1,2,other,,12.0,,13.0,,13.0,2,other,T,1,0,no,U,19,0,5,LE3,no,4,5,mother,-4954622553826761489,1,yes,0,1,yes,yes,no,home,yes,MS,no,F,3,1
505,1,1,other,,11.0,,11.0,,11.0,1,at_home,T,2,0,yes,R,17,0,4,GT3,yes,4,5,mother,7210571084285330223,5,yes,0,1,yes,no,no,reputation,yes,MS,no,F,1,2
506,2,3,services,,11.0,,9.0,,10.0,3,at_home,T,4,8,yes,U,20,1,3,GT3,no,3,4,mother,1797687992602424399,3,yes,0,1,yes,yes,no,other,yes,MS,no,F,2,2
507,1,1,services,,11.0,,11.0,,10.0,1,other,T,1,0,no,U,17,0,4,LE3,yes,3,3,father,-8318109604648007295,3,yes,0,1,no,yes,no,course,yes,MS,no,F,3,1
508,1,2,other,,10.0,,9.0,,9.0,2,other,T,2,0,no,R,17,1,4,GT3,yes,4,5,mother,2510549178676430614,5,yes,0,1,yes,no,no,course,no,MS,no,M,1,3
509,1,1,other,,16.0,,17.0,,18.0,1,at_home,T,1,0,no,R,16,0,5,LE3,yes,3,2,father,-2131644440021956365,1,yes,0,1,no,yes,no,course,no,MS,no,F,2,3
510,1,2,other,,15.0,,17.0,,17.0,2,other,T,1,0,yes,R,17,0,5,GT3,yes,3,2,mother,-6486166687435133,1,yes,0,1,no,yes,no,reputation,no,MS,no,F,2,2
511,1,0,other,,11.0,,9.0,,10.0,1,other,A,1,1,no,U,17,0,4,GT3,no,4,5,mother,-5626884628773865989,4,yes,0,1,yes,yes,no,other,yes,MS,no,F,2,2
512,1,1,other,,7.0,,7.0,,7.0,1,at_home,T,1,9,no,R,18,1,4,GT3,yes,3,2,mother,4311823927171391645,5,yes,0,1,yes,yes,no,other,yes,MS,no,F,2,1
513,1,1,other,,8.0,,6.0,,8.0,3,other,T,3,0,yes,U,16,0,3,GT3,no,1,3,mother,-688795079154198011,1,yes,0,1,yes,yes,no,course,no,MS,no,F,1,1
514,1,2,at_home,,7.0,,6.0,,7.0,3,services,T,4,2,no,U,16,0,3,GT3,no,1,3,mother,-2126353495122481508,3,yes,0,1,yes,yes,no,course,no,MS,no,F,1,1
515,1,1,at_home,,9.0,,8.0,,10.0,1,other,T,4,8,no,U,18,0,2,LE3,no,3,5,mother,-5662292190517840449,3,yes,0,1,no,yes,no,reputation,no,MS,yes,F,2,2
516,2,4,teacher,,14.0,,16.0,,16.0,4,health,T,3,0,yes,R,16,0,4,GT3,no,3,3,father,-441208472555913108,2,yes,0,1,yes,no,no,reputation,yes,MS,no,F,2,1
517,1,2,other,,14.0,,14.0,,15.0,1,other,T,4,0,yes,R,16,0,5,LE3,no,4,5,mother,5271466961224712021,2,yes,0,1,yes,yes,no,reputation,no,MS,no,F,1,2
518,1,4,services,,8.0,,5.0,,8.0,2,other,A,3,8,no,U,18,1,2,GT3,yes,3,2,father,7942023616363397523,1,yes,0,1,yes,yes,no,reputation,no,MS,no,F,2,1
519,1,1,services,,8.0,,7.0,,0.0,2,other,T,1,0,yes,R,16,0,5,GT3,no,2,1,mother,-3479165941834224180,2,yes,0,1,yes,yes,no,reputation,no,MS,no,M,2,2
520,1,1,other,,6.0,,8.0,,8.0,1,at_home,T,3,6,no,U,16,0,4,LE3,yes,3,2,mother,4285061007705404639,5,yes,0,1,yes,yes,no,other,no,MS,no,F,2,3
521,1,3,services,,8.0,,10.0,,10.0,2,at_home,T,1,0,yes,R,16,0,3,GT3,yes,3,3,mother,-6116640944517820289,2,yes,0,1,yes,yes,no,other,no,MS,no,F,2,2
522,1,4,health,,8.0,,8.0,,8.0,4,health,T,2,4,no,U,16,0,4,GT3,yes,3,4,mother,-7421780614448102665,3,yes,0,1,yes,yes,no,course,yes,MS,no,F,2,1
523,5,4,health,,5.0,,6.0,,6.0,4,at_home,T,5,2,yes,U,18,0,5,LE3,yes,5,5,mother,216490282007022212,5,no,0,1,yes,yes,no,home,yes,MS,no,M,4,1
524,1,4,other,,7.0,,9.0,,8.0,3,at_home,T,1,2,no,R,16,0,4,LE3,yes,2,1,mother,-5198490557712209922,2,yes,0,1,no,no,no,other,no,MS,no,F,2,3
525,1,4,services,,15.0,,14.0,,16.0,4,other,T,2,0,no,U,17,0,4,LE3,yes,4,3,mother,-7613251701627763533,5,yes,0,1,yes,yes,no,home,no,MS,no,M,3,1
526,1,1,other,,13.0,,14.0,,14.0,4,other,T,2,1,no,R,17,0,4,GT3,no,2,3,mother,-4108235981920105027,5,yes,0,1,yes,yes,no,other,yes,MS,no,F,1,1
